English Title,Year,Country,Rating,Number of Raters,Actors,Synopsis,Number of Episode,URL
Voice 4,2021,Korea,9.4,7350,"['Song Seung Heon', 'Lee Ha Na', 'Son Eun Seo', 'Kang Seung Yoon', 'Baek Sung Hyun', 'Lee Kyu Hyung']","As the head of the 112 emergency call center, Kang Kwon Joo (Lee Ha Na) carries a lot of weight on her shoulders. Using her incredibly enhanced hearing ability to better understand the calls coming into the center, Kwon Joo has helped save countless lives. But when a new serial killer begins to wreak havoc, Kwon Joo’s skills are put to the ultimate test.

Using enhanced hearing abilities of their own, to hunt down their next victim, this new serial killer always seems to be one step ahead of those who seek to bring them to justice. Driven into a corner, Kwon Joo has no choice but to team up with Detective Derek Jo (Song Seung Heon), a team leader from the Los Angeles Police Department, temporarily assigned to the case. A man of principle, Derek has dedicated his life to taking down criminals and his impressive record shows he has zero tolerance for mistakes.

Combining their knowledge and their skill, Kwong Joo and Derek make a formidable force. But will their combined skill be enough to catch the killer before they strike again?

The fourth season of the wildly popular series, “Voice 4” is a 2021 action crime thriller drama directed by Shin Yong Hwi.",14,https://www.viki.com/tv/37790c
The Moon Embracing the Sun,2012,Korea,9.5,35745,"['Han Ga In', 'Kim Soo Hyun', 'Jung Il Woo', 'Song Jae Rim', 'Im Siwan', 'Yeo Jin Goo', 'Lee Won Geun', 'Kim Young Ae', 'Lee Tae Ri', 'Yang Mi Kyung', 'Kim Seung Wook', 'Ahn Nae Sang', 'Kim So Hyun', 'Yoon Seung Ah', 'Bae Nu Ri', 'Kim Yoo Jung', 'Jin Ji Hee', 'Show less']","The reigning queen orders the killing of her stepson in order to continue her family's ability to take control over the kingdom. Yeon Woo, who happens to hold the position of the crown princess, suffers an illness that leads to her alleged death. Now, it's up to the King Hwon to decipher the truth, and put an end to the wars that wrath over the kingdom.",20,https://www.viki.com/tv/2130c
My Love From the Star,2013,Korea,9.5,132224,"['Jun Ji Hyun', 'Kim Soo Hyun', 'Park Hae Jin', 'Yoo In Na', 'Shin Sung Rok', 'Ahn Jae Hyun', 'Na Young Hee', 'Kim Kang Hyun', 'Lee Il Hwa', 'Kim Bo Mi', 'Kim Hyun Soo', 'Jo Seung Hyun', 'Kim Chang Wan', 'Sandara ParkCameoSuzyCameoRyu Seung RyongCameoShow less']","Min Joon fell from outer space to the land of Joseon in 1609. He remains young and beautiful, just as he first came to the earth. Moreover, he can move surprisingly fast with keen eyesight and hearing. He can also foresee the future but never uses his powers, planning to live a quiet life without others bothering him. He takes a cynical stance on love, thinking it's merely lust and greed. However, this completely changes for him when he meets Song Yi. He learns to love through her, which leads him to be in danger of being exposed to the world.",21,https://www.viki.com/tv/20503c
Moonshine,2021,Korea,9.3,16033,"['Yoo Seung Ho', 'Hyeri', 'Byun Woo Seok', 'Kang Mina', 'Choi Won Young', 'Jang Gwang', 'Im Won Hee', 'Bae Yoo Ram', 'Kim Ki Bang', 'Seo Ye Hwa', 'Park Ah In', 'Moon You Kang', 'Kim Min Ho', 'Jung Young Joo', 'Jung Sung Il', 'Show less']","Nam Young is a professional inspector from Saheonbu who has left his hometown for the sake of his family honor, and he controls illegal liquor manufacturers. Young is a good looking young man who keeps his straight posture like bamboo, and he is a true blue man who values integrity and honesty the most in his life. Meanwhile, Ro Seo is a daughter of a poor noble family, and therefore she has no choice but to make liquor illegally to pay off her family debt. Unlike her classy appearance, she would do anything she could to make money. These two young people from completely different backgrounds happen to live under the same roof, and their chaotic housemate life begins. What will happen to their unpredictable crisis?",16,https://www.viki.com/tv/38289c
Taxi Driver 2,2023,Korea,9.8,12445,"['Lee Je Hoon', 'Kim Eui Sung', 'Pyo Ye Jin', 'Jang Hyuk Jin', 'Bae Yoo Ram', 'Shin Jae Ha']","Do Ki seals the end of the painful vengeance against his mother's killer, but the wounds remain. The whistling that reminds him of his mother's last moment still lingers around his ears. Ha Joon newly joins Rainbow Transport as a troublemaker taxi driver, and he holds Do Ki as his role model. Ha Joon accidentally finds a secret passage that leads to the underground maintenance room. What is this place for? How will Do Ki's vengeful journey for the victims unfold along with the precious people around him?",18,https://www.viki.com/tv/39450c
Intense Love,2020,China,9.2,34052,"['Ding Yu Xi', 'Zhang Yu Xi', 'Wan Yan Luo Rong', 'Wu Yang', 'Shi Ming Ze', 'Lin Xin Yi']","Su Jin Bei (Zhang Yu Xi) is a beautiful actress who enjoys enormous popularity. Men find her irresistibly attractive, but one of the pitfalls of fame is the fact that gossip and rumors dog her, with many thinking the worst of her. Worse still, she knows how to catch a man’s eye, but doesn’t ever seem to make a meaningful connection, a fact that has left her without a boyfriend for her entire life.

But when she is hospitalized after an accident, she is treated by Zhou Shi Yun (Ding Yu Xi), a remarkably skilful, intelligent, wealthy, and attractive doctor. He is used to getting plenty of attention from women – but not from popular actresses! Su Jin Bei falls for him immediately and resolves to make him her boyfriend. Although he is outwardly very cold, Zhou Shi Yun actually has a heart of gold. And while he initially tries to ignore her advances, Cupid appears to be on Su Jin Bei’s side!

“Intense Love” is a 2020 Chinese drama series that was directed by Liu Yu Fan.",24,https://www.viki.com/tv/38500c
"Let's Eat Something, Anna",2017,Korea,8.7,16844,"['Nam Gyu Ri', 'Im Seulong']","Sohn Anna (Nam Gyu Ri) is something of a recluse. She is loath to venture outside, and prefers to stay at home with her computer and television. Her two biggest hobbies are watching home shopping channels and blogging.

In fact, she has become so good at the latter of these two hobbies that she has become a “power blogger” – an influencer whose posts are read all over South Korea.

Park Ji Yong (Im Seulong), meanwhile, is a handsome home shopping MC.

One day, he is charged with an unusual assignment: He must find a power blogger to bring onto the show he is presenting.

His search leads him to Anna. She proves very reluctant to appear on live TV…but Ji Yong won’t be put off so easily!

“Let’s Eat Something, Anna” is a 2017 South Korean drama series produced by Kim Kyung Ho.",5,https://www.viki.com/tv/37011c
School 2021,2021,Korea,9.4,39237,"['Kim Yo Han', 'Cho Yi Hyun', 'Choo Young Woo', 'Hwang Bo Reum Byeol', 'Kim Kang Min', 'Seo Hee Seon', 'Lee Ji Ha']","Once a medal-winning athlete at the National Athletics Competition, Gong Ki Joon (Kim Yo Han) gave up on taekwondo after suffering a serious ankle injury. With his dreams of becoming a professional athlete now in tatters, Ki Joon wonders if his life can get any worse. Unfortunately for him, it can. With his father’s business facing imminent bankruptcy, Ki Joon has no idea where to go, what to do, or what his future holds. Unable to follow the path of his college-bound peers, Ki Joon enrolls in a vocational high school, completely unaware that this decision will change his life forever.
 
A dedicated vocational student struggling to balance both work and school, Jung Young Joo (Chu Young Woo) has big dreams for his life and he’s not afraid to work hard to make them come true. Though he has very little in common with Ki Joon, the two find themselves forming an unlikely friendship. Joining their group is Jin Ji Won (Cho Yi Hyun), a second-year student studying hard in order to make her own dreams come true, despite the constant conflict she has with her mother. Though all three friends come from very different walks of life and have very different dreams, they share an unbreakable bond of friendship.
 
Helping each other overcome the difficulties inherent with taking the road less traveled, the three friends learn invaluable lessons about life, love, and friendship. But will these lessons actually help them make their dreams come true?",17,https://www.viki.com/tv/37724c
ANIMALS,2022,Japan,8.7,17433,"['Suzuki Airi', 'Honda Kyoya', 'Jin Shirasu', 'Hoshino Yuna', 'Erica', 'Izuka Kenta']","Shikamori Umi (Suzuki Airi) is part of the production staff on a popular TV talk show. She is worked to the bone by her seniors, who always make her work overtime that she rarely has time for herself. As a result, she is always tired, and has no time for a love life. One day, she falls asleep on the set during a live broadcast – and this shameful moment makes her reevaluate her life. She realizes that there is no way to change her boss – so she quits the company.

She switches jobs, moving to a completely different field – the world of makeup and beauty. She finds an entry-level post at a makeup agency named Animal Beauty. At first, she begins to worry that she has made the wrong choice, when she gets off on the wrong foot with the firm’s CEO Sakaki Keisuke (Jin Shirasu). But she soon discovers that the CEO is not quite as abrasive as he seems – and that he might even have a crush on her! She also meets Kazao (Honda Kyoya), a handsome and talented photographer who works at the company. She develops a friendship with him, and also begins to feel a mutual attraction forming. Will Umi’s career change prove to be a success? And might it even lead her to love?

“Animals” is a 2022 Japanese drama series that was directed by Hara Keinosuke.",8,https://www.viki.com/tv/39589c
My Lucky Star,2023,Thailand,9.0,5420,"['Thanapat Kawila', 'Bifern Anchasa Mongkhonsamai', 'Sam Yuranunt Pamornmontri', 'Go Gosin Rachakrom', 'Suzana Renaud', 'Penpak Sirikul']","As both a highly praised jewelry designer and a talented race car driver, Ratti (Thanapat Kawila) has made quite a name for himself. Known for his impeccable work and undeniable skill, Ratti loathes anyone who coasts through life on lies and schemes, rather than talent and hard work. 

More than a little snobbish, Ratti takes a tremendous amount of pleasure in putting loathsome liars, cheats, and thieves in their place. So when he catches Chomjan (Bifern Anchasa Mongkhonsamai) in the act of selling fake jewelry, he wastes no time reporting her to the authorities. Happy to see Chomjan arrested, Ratti continues on with his day, not knowing that fate is about to deal him a very cruel hand.

Soon after his run-in with Chomjan, Ratti catches his girlfriend cheating on him with his stepbrother. Fleeing to Italy to nurse his broken heart, Ratti is forced to return when his stepmother threatens to sell one of his late mother’s favorite necklaces. Driven by rage, Ratti storms his ex’s wedding and steals the necklace, only to have his escape cut short. Quickly caught by a security guard, Ratti finds himself cuffed to an innocent and bewildered Chomjan. With no other choice, Ratti must rely on Chomjan’s help to escape but what could possibly persuade her to help the man who once had her thrown in jail?

A delightful romantic romp, “My Lucky Star” is a 2023 Thai action romance drama directed by Pook Pantham Thongsang.",24,https://www.viki.com/tv/39997c
